frame,faceId,timeStamp,confidence,success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,Class
9161, 0, 370.289, 0.98, 1, 0.19, 0.41, 1.82, 0.35, 0.75, 1.40, 0.17, 0.80, 0.62, 1.49, 1.40, 1.85, 1.26, 1.46, 0.86, 0.13, 1.40, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9162, 0, 370.336, 0.98, 1, 0.39, 0.57, 1.56, 0.26, 0.77, 1.21, 0.13, 0.80, 0.68, 1.51, 1.51, 1.83, 1.51, 1.52, 1.02, 0.23, 1.65, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9163, 0, 370.370, 0.98, 1, 0.22, 0.00, 1.62, 0.62, 0.86, 1.25, 0.33, 0.87, 0.64, 1.67, 1.58, 1.88, 1.53, 1.51, 1.04, 0.27, 1.44, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9164, 0, 370.396, 0.98, 1, 0.19, 0.00, 1.59, 0.50, 0.84, 1.13, 0.30, 0.81, 0.63, 1.64, 1.55, 1.90, 1.45, 1.53, 1.04, 0.23, 1.47, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9165, 0, 370.418, 0.98, 1, 0.19, 0.46, 1.68, 0.37, 0.87, 1.44, 0.15, 1.03, 0.60, 1.52, 1.81, 2.05, 1.39, 1.55, 1.00, 0.09, 1.41, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9166, 0, 370.449, 0.98, 1, 0.13, 0.31, 1.82, 0.05, 0.78, 1.36, 0.20, 0.96, 0.59, 1.33, 1.43, 1.86, 1.67, 1.50, 1.00, 0.29, 1.72, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9167, 0, 370.480, 0.98, 1, 0.09, 0.34, 1.45, 0.00, 0.78, 0.73, 0.13, 0.85, 0.63, 1.34, 1.50, 1.83, 1.59, 1.64, 1.09, 0.55, 1.30, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9168, 0, 370.530, 0.98, 1, 0.00, 0.38, 1.39, 0.24, 0.80, 0.92, 0.15, 0.89, 0.64, 1.29, 1.25, 1.96, 1.09, 1.69, 0.70, 0.13, 0.82, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9169, 0, 370.587, 0.98, 1, 0.09, 0.13, 1.49, 0.33, 0.78, 0.60, 0.21, 0.86, 0.64, 1.14, 1.43, 1.97, 1.34, 1.63, 0.84, 0.36, 0.77, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9170, 0, 370.629, 0.98, 1, 0.06, 0.38, 1.40, 0.00, 0.77, 0.79, 0.26, 0.89, 0.69, 1.35, 1.25, 1.85, 1.59, 1.71, 0.61, 0.08, 1.20, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9171, 0, 370.681, 0.98, 1, 0.00, 0.14, 1.37, 0.25, 0.71, 0.74, 0.16, 0.96, 0.63, 1.18, 1.18, 1.95, 1.38, 1.59, 0.71, 0.07, 0.99, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9172, 0, 370.722, 0.98, 1, 0.18, 0.47, 1.50, 0.51, 0.83, 0.88, 0.13, 1.09, 0.61, 1.35, 1.29, 2.12, 1.48, 1.66, 0.93, 0.55, 1.13, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9173, 0, 370.771, 0.98, 1, 0.24, 0.47, 1.53, 0.16, 0.73, 0.92, 0.15, 0.97, 0.66, 1.36, 1.37, 2.03, 1.20, 1.65, 0.65, 0.19, 1.08, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9174, 0, 370.821, 0.98, 1, 0.38, 0.46, 1.41, 0.45, 0.73, 0.56, 0.35, 1.00, 0.59, 1.26, 1.51, 1.77, 1.40, 1.53, 0.99, 0.39, 0.80, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9175, 0, 370.847, 0.98, 1, 0.12, 0.31, 1.72, 0.30, 0.68, 0.68, 0.18, 0.86, 0.74, 1.34, 1.58, 1.90, 1.44, 1.70, 0.94, 0.38, 1.18, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9176, 0, 370.880, 0.98, 1, 0.38, 0.29, 1.54, 0.21, 0.81, 0.67, 0.21, 1.14, 0.61, 1.51, 1.37, 1.69, 1.25, 1.55, 0.67, 0.14, 1.20, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9177, 0, 370.929, 0.98, 1, 0.12, 0.02, 1.21, 0.41, 0.70, 0.49, 0.20, 1.02, 0.78, 1.62, 1.55, 1.99, 1.63, 1.52, 1.01, 0.44, 0.96, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
9178, 0, 370.987, 0.98, 1, 0.19, 0.35, 1.58, 0.28, 0.79, 0.77, 0.28, 1.12, 0.61, 1.57, 1.46, 1.69, 1.46, 1.44, 0.71, 0.18, 1.18, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Neutral
4434, 0, 176.757, 0.98, 1, 0.87, 0.29, 2.48, 1.27, 0.66, 1.59, 0.11, 1.11, 0.16, 0.25, 0.88, 1.15, 1.49, 0.73, 0.73, 1.53, 0.17, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4435, 0, 176.788, 0.98, 1, 1.17, 0.46, 2.57, 1.28, 0.67, 1.64, 0.09, 1.40, 0.25, 0.23, 0.98, 1.27, 1.20, 0.65, 0.68, 1.28, 0.15, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0,Sad
4436, 0, 176.816, 0.98, 1, 1.04, 0.34, 2.63, 1.23, 0.71, 1.59, 0.07, 1.22, 0.17, 0.11, 0.79, 1.45, 1.30, 0.61, 0.57, 1.27, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0,Sad
4437, 0, 176.852, 0.98, 1, 0.90, 0.37, 2.68, 1.34, 0.70, 1.84, 0.12, 1.52, 0.18, 0.35, 0.95, 1.10, 1.41, 0.69, 0.76, 1.26, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4438, 0, 176.898, 0.98, 1, 0.96, 0.25, 2.59, 1.33, 0.79, 1.48, 0.14, 1.67, 0.26, 0.46, 0.57, 1.24, 1.28, 0.64, 0.61, 1.76, 0.01, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4439, 0, 176.929, 0.98, 1, 0.94, 0.04, 2.63, 1.43, 0.63, 1.68, 0.12, 1.37, 0.18, 0.48, 0.87, 1.42, 1.22, 0.75, 0.52, 1.40, 0.14, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4440, 0, 176.978, 0.98, 1, 0.93, 0.17, 2.48, 1.40, 0.70, 1.75, 0.08, 1.22, 0.16, 0.10, 0.77, 1.38, 1.06, 0.79, 0.73, 1.53, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0,Sad
4441, 0, 177.029, 0.98, 1, 1.10, 0.22, 2.62, 1.46, 0.65, 1.63, 0.12, 1.16, 0.09, 0.29, 0.81, 1.33, 1.43, 0.72, 0.61, 1.51, 0.06, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4442, 0, 177.056, 0.98, 1, 0.92, 0.27, 2.41, 1.22, 0.49, 1.56, 0.12, 1.43, 0.18, 0.28, 0.73, 1.21, 1.05, 0.69, 0.62, 1.36, 0.01, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4443, 0, 177.091, 0.98, 1, 1.00, 0.59, 2.49, 1.53, 0.68, 1.89, 0.16, 1.41, 0.18, 0.17, 0.55, 1.04, 0.99, 0.62, 0.62, 1.38, 0.19, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4444, 0, 177.139, 0.98, 1, 0.87, 0.33, 2.51, 1.44, 0.76, 1.55, 0.16, 1.27, 0.23, 0.32, 0.80, 1.05, 1.55, 0.62, 0.75, 1.44, 0.10, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4445, 0, 177.169, 0.98, 1, 0.87, 0.00, 2.53, 1.16, 0.65, 1.76, 0.08, 1.58, 0.08, 0.35, 0.77, 1.12, 1.36, 0.67, 0.51, 1.16, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4446, 0, 177.216, 0.98, 1, 1.01, 0.22, 2.57, 1.59, 0.70, 1.99, 0.13, 1.25, 0.21, 0.33, 1.08, 1.24, 1.36, 0.64, 0.76, 1.20, 0.18, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4447, 0, 177.249, 0.98, 1, 1.17, 0.60, 2.72, 1.25, 0.65, 1.74, 0.23, 1.27, 0.12, 0.60, 0.86, 1.32, 1.50, 0.67, 0.73, 1.29, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0,Sad
4448, 0, 177.296, 0.98, 1, 0.92, 0.28, 2.70, 1.28, 0.70, 1.69, 0.20, 1.36, 0.21, 0.42, 1.00, 1.26, 1.30, 0.63, 0.59, 1.31, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4449, 0, 177.328, 0.98, 1, 1.18, 0.68, 2.69, 1.20, 0.69, 1.61, 0.18, 1.41, 0.25, 0.35, 0.79, 1.28, 1.45, 0.70, 0.73, 1.43, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4450, 0, 177.375, 0.98, 1, 1.01, 0.35, 2.78, 1.42, 0.63, 1.46, 0.20, 1.47, 0.24, 0.49, 1.01, 1.44, 1.39, 0.70, 0.75, 1.35, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4451, 0, 177.396, 0.98, 1, 1.00, 0.32, 2.72, 1.32, 0.62, 1.36, 0.16, 1.47, 0.24, 0.60, 1.08, 1.46, 1.43, 0.71, 0.71, 1.34, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4452, 0, 177.434, 0.98, 1, 0.96, 0.00, 2.53, 1.21, 0.61, 1.43, 0.18, 1.46, 0.17, 0.40, 0.64, 1.28, 1.51, 0.67, 0.82, 1.22, 0.11, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4453, 0, 177.456, 0.98, 1, 0.94, 0.34, 2.44, 1.33, 0.64, 1.51, 0.21, 1.39, 0.17, 0.23, 0.92, 1.40, 1.28, 0.80, 0.68, 1.31, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4454, 0, 177.489, 0.98, 1, 0.87, 0.14, 2.50, 1.45, 0.68, 1.77, 0.20, 1.45, 0.24, 0.44, 0.66, 1.45, 1.27, 0.80, 0.76, 1.55, 0.05, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4455, 0, 177.537, 0.98, 1, 0.98, 0.43, 2.42, 1.22, 0.73, 1.81, 0.06, 1.22, 0.18, 0.23, 0.71, 1.40, 1.35, 0.73, 0.82, 1.38, 0.06, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4456, 0, 177.560, 0.98, 1, 0.95, 0.42, 2.40, 1.19, 0.73, 1.76, 0.04, 1.25, 0.17, 0.17, 0.74, 1.39, 1.42, 0.72, 0.84, 1.36, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4457, 0, 177.580, 0.98, 1, 1.02, 0.47, 2.47, 1.58, 0.63, 1.74, 0.01, 1.49, 0.21, 0.44, 0.78, 1.32, 1.37, 0.67, 0.70, 1.12, 0.12, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4458, 0, 177.617, 0.98, 1, 0.92, 0.27, 2.51, 1.27, 0.64, 1.62, 0.15, 1.36, 0.27, 0.37, 0.61, 1.29, 1.23, 0.73, 0.84, 1.50, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4459, 0, 177.651, 0.98, 1, 1.03, 0.19, 2.39, 1.26, 0.57, 1.33, 0.09, 1.40, 0.18, 0.10, 0.78, 1.31, 1.60, 0.70, 0.71, 1.40, 0.06, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4460, 0, 177.696, 0.98, 1, 1.01, 0.13, 2.63, 1.43, 0.64, 1.50, 0.10, 1.29, 0.12, 0.27, 0.77, 1.42, 1.25, 0.79, 0.63, 1.41, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4461, 0, 177.729, 0.98, 1, 0.95, 0.10, 2.30, 1.23, 0.60, 1.58, 0.06, 1.42, 0.15, 0.18, 0.67, 1.27, 1.35, 0.74, 0.83, 1.35, 0.07, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4462, 0, 177.777, 0.98, 1, 1.00, 0.24, 2.59, 1.21, 0.67, 1.68, 0.19, 1.33, 0.18, 0.36, 1.01, 1.33, 1.34, 0.71, 0.85, 1.35, 0.10, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4463, 0, 177.803, 0.98, 1, 0.98, 0.23, 2.52, 1.25, 0.67, 1.68, 0.18, 1.33, 0.19, 0.29, 1.04, 1.29, 1.36, 0.67, 0.90, 1.44, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4464, 0, 177.834, 0.98, 1, 1.04, 0.57, 2.54, 1.40, 0.68, 2.12, 0.07, 1.38, 0.09, 0.25, 0.72, 1.44, 1.20, 0.77, 0.61, 1.20, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4465, 0, 177.856, 0.98, 1, 1.04, 0.21, 2.58, 1.28, 0.63, 1.56, 0.10, 1.46, 0.28, 0.57, 0.87, 1.52, 1.20, 0.69, 0.71, 1.32, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4466, 0, 177.889, 0.98, 1, 0.93, 0.25, 2.67, 1.51, 0.73, 1.07, 0.00, 1.42, 0.23, 0.25, 0.72, 1.33, 1.44, 0.82, 0.49, 1.27, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0,Sad
4467, 0, 177.941, 0.98, 1, 1.22, 0.62, 2.59, 1.47, 0.63, 1.27, 0.00, 1.27, 0.19, 0.03, 0.93, 1.23, 1.24, 0.75, 0.52, 1.22, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4468, 0, 177.991, 0.98, 1, 0.93, 0.45, 2.68, 1.26, 0.75, 1.99, 0.01, 1.42, 0.21, 0.22, 0.83, 1.21, 1.15, 0.74, 0.51, 1.13, 0.13, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4469, 0, 178.028, 0.98, 1, 0.95, 0.49, 2.81, 1.27, 0.76, 1.52, 0.05, 1.43, 0.34, 0.35, 1.06, 1.28, 0.96, 0.74, 0.71, 1.28, 0.22, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4470, 0, 178.052, 0.98, 1, 0.82, 0.08, 2.48, 1.45, 0.71, 1.73, 0.00, 1.34, 0.27, 0.02, 0.82, 1.03, 1.44, 0.66, 0.46, 1.25, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4471, 0, 178.098, 0.98, 1, 1.07, 0.45, 2.68, 1.19, 0.62, 1.65, 0.10, 1.47, 0.18, 0.31, 0.83, 1.30, 1.13, 0.78, 0.53, 1.34, 0.32, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4472, 0, 178.130, 0.98, 1, 0.74, 0.07, 2.47, 0.88, 0.60, 1.65, 0.01, 1.27, 0.24, 0.36, 0.82, 1.18, 1.23, 0.75, 0.57, 1.48, 0.07, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4473, 0, 178.178, 0.98, 1, 1.08, 0.53, 2.66, 1.31, 0.62, 1.67, 0.04, 1.34, 0.19, 0.27, 0.76, 1.24, 1.32, 0.69, 0.61, 1.26, 0.00, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
4474, 0, 178.231, 0.98, 1, 1.22, 0.72, 2.63, 1.29, 0.59, 1.64, 0.07, 1.37, 0.24, 0.25, 0.90, 1.21, 1.24, 0.67, 0.58, 1.24, 0.11, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0,Sad
